"","X","startTime","duration","app","title","url","endTime","date","category"
"6386",6386,2023-01-09 18:44:00,129.028,"Messenger","Messenger",NA,2023-01-09 18:46:00,2023-01-09,"free time"
"6387",6387,2023-01-09 18:42:00,109.417,"Google Chrome","",NA,2023-01-09 18:44:00,2023-01-09,"studies"
"6388",6388,2023-01-09 18:41:00,48.611,"Messenger","Messenger",NA,2023-01-09 18:42:00,2023-01-09,"free time"
"6389",6389,2023-01-09 18:41:00,4.251,"Google Chrome","",NA,2023-01-09 18:41:00,2023-01-09,"studies"
"6390",6390,2023-01-09 18:41:00,8.719,"Messenger","Messenger",NA,2023-01-09 18:41:00,2023-01-09,"free time"
"6391",6391,2023-01-09 18:41:00,15.338,"Google Chrome","",NA,2023-01-09 18:41:00,2023-01-09,"studies"
"6392",6392,2023-01-09 18:40:00,33.21,"Messenger","Messenger",NA,2023-01-09 18:41:00,2023-01-09,"free time"
"6393",6393,2023-01-09 18:39:00,44.637,"Google Chrome","",NA,2023-01-09 18:40:00,2023-01-09,"studies"
"6394",6394,2023-01-09 18:39:00,1.225,"Spotify","Twenty One Pilots - Chlorine",NA,2023-01-09 18:39:00,2023-01-09,"free time"
"6395",6395,2023-01-09 18:39:00,2.147,"Google Chrome","",NA,2023-01-09 18:39:00,2023-01-09,"studies"
"6396",6396,2023-01-09 18:39:00,2.39,"Spotify","Twenty One Pilots - Chlorine",NA,2023-01-09 18:39:00,2023-01-09,"free time"
"6397",6397,2023-01-09 18:39:00,1.543,"Spotify","League of Legends - Legends Never Die",NA,2023-01-09 18:39:00,2023-01-09,"free time"
"6398",6398,2023-01-09 18:36:00,199.248,"Google Chrome","",NA,2023-01-09 18:39:00,2023-01-09,"studies"
"6399",6399,2023-01-09 18:36:00,1.674,"Spotify","Imagine Dragons - Natural",NA,2023-01-09 18:36:00,2023-01-09,"free time"
"6400",6400,2023-01-09 18:32:00,225.48,"Google Chrome","",NA,2023-01-09 18:36:00,2023-01-09,"studies"
"6401",6401,2023-01-09 18:32:00,5.833,"Spotify","Adam Jensen - Trouble",NA,2023-01-09 18:32:00,2023-01-09,"free time"
"6402",6402,2023-01-09 18:29:00,183.512,"Google Chrome","",NA,2023-01-09 18:32:00,2023-01-09,"studies"
"6403",6403,2023-01-09 18:28:00,41.471,"Spotify","Linkin Park - In the End",NA,2023-01-09 18:29:00,2023-01-09,"free time"
"6404",6404,2023-01-09 18:28:00,38.786,"Spotify","Rag'n'Bone Man - Human",NA,2023-01-09 18:28:00,2023-01-09,"free time"
"6405",6405,2023-01-09 18:25:00,137.928,"Spotify","Twenty One Pilots - Stressed Out",NA,2023-01-09 18:28:00,2023-01-09,"free time"
"6406",6406,2023-01-09 18:21:00,291.798,"Google Chrome","",NA,2023-01-09 18:25:00,2023-01-09,"studies"
"6407",6407,2023-01-09 18:19:00,88.767,"Messenger","Messenger",NA,2023-01-09 18:21:00,2023-01-09,"free time"
"6408",6408,2023-01-09 18:17:00,126.378,"Google Chrome","",NA,2023-01-09 18:19:00,2023-01-09,"studies"
"6409",6409,2023-01-09 18:15:00,131.217,"ScreenSaverEngine","ScreenSaverEngine",NA,2023-01-09 18:17:00,2023-01-09,"other"
"6410",6410,2023-01-09 18:15:00,0,"ScreenSaverEngine","",NA,2023-01-09 18:15:00,2023-01-09,"other"
"6411",6411,2023-01-09 18:08:00,389.05,"Google Chrome","",NA,2023-01-09 18:15:00,2023-01-09,"studies"
"6412",6412,2023-01-09 18:08:00,31.836,"Messenger","Messenger",NA,2023-01-09 18:08:00,2023-01-09,"free time"
"6413",6413,2023-01-09 18:08:00,2.833,"Messenger","Przeglądarka multimediów",NA,2023-01-09 18:08:00,2023-01-09,"free time"
"6414",6414,2023-01-09 18:03:00,289.028,"Messenger","Messenger",NA,2023-01-09 18:08:00,2023-01-09,"free time"
"6415",6415,2023-01-09 18:03:00,3.528,"Google Chrome","",NA,2023-01-09 18:03:00,2023-01-09,"studies"
"6416",6416,2023-01-09 18:02:00,69.309,"Messenger","Messenger",NA,2023-01-09 18:03:00,2023-01-09,"free time"
"6417",6417,2023-01-09 18:02:00,1.567,"Messenger","",NA,2023-01-09 18:02:00,2023-01-09,"free time"
"6418",6418,2023-01-09 18:02:00,4.492,"Messenger","Messenger",NA,2023-01-09 18:02:00,2023-01-09,"free time"
"6419",6419,2023-01-09 18:01:00,15.623,"Google Chrome","",NA,2023-01-09 18:02:00,2023-01-09,"studies"
"6420",6420,2023-01-09 17:55:00,381.448,"Messenger","Messenger",NA,2023-01-09 18:01:00,2023-01-09,"free time"
"6421",6421,2023-01-09 17:55:00,6.829,"Google Chrome","",NA,2023-01-09 17:55:00,2023-01-09,"studies"
"6422",6422,2023-01-09 15:36:00,1563.974,"Google Chrome","",NA,2023-01-09 16:02:00,2023-01-09,"studies"
"6423",6423,2023-01-09 15:36:00,4.202,"Microsoft Teams","PDF File viewer | Microsoft Teams",NA,2023-01-09 15:36:00,2023-01-09,"other"
"6424",6424,2023-01-09 15:33:00,215.547,"Google Chrome","",NA,2023-01-09 15:36:00,2023-01-09,"studies"
"6425",6425,2023-01-09 15:32:00,24.679,"Microsoft Teams","PDF File viewer | Microsoft Teams",NA,2023-01-09 15:33:00,2023-01-09,"other"
"6426",6426,2023-01-09 15:31:00,62.843,"Google Chrome","",NA,2023-01-09 15:32:00,2023-01-09,"studies"
"6427",6427,2023-01-09 15:31:00,7.088,"Microsoft Teams","PDF File viewer | Microsoft Teams",NA,2023-01-09 15:31:00,2023-01-09,"other"
"6428",6428,2023-01-09 15:30:00,27.948,"Google Chrome","",NA,2023-01-09 15:31:00,2023-01-09,"studies"
"6429",6429,2023-01-09 15:28:00,136.73,"Messenger","Messenger",NA,2023-01-09 15:30:00,2023-01-09,"free time"
"6430",6430,2023-01-09 15:28:00,3.589,"Microsoft Teams","PDF File viewer | Microsoft Teams",NA,2023-01-09 15:28:00,2023-01-09,"other"
"6431",6431,2023-01-09 15:28:00,5.437,"Messenger","Messenger",NA,2023-01-09 15:28:00,2023-01-09,"free time"
"6432",6432,2023-01-09 15:25:00,176.861,"Microsoft Teams","PDF File viewer | Microsoft Teams",NA,2023-01-09 15:28:00,2023-01-09,"other"
"6433",6433,2023-01-09 15:25:00,11.697,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/App.java - Eclipse IDE",NA,2023-01-09 15:25:00,2023-01-09,"studies"
"6434",6434,2023-01-09 15:25:00,5.275,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/api/Movies/MovieResultGetter.java - Eclipse IDE",NA,2023-01-09 15:25:00,2023-01-09,"studies"
"6435",6435,2023-01-09 15:25:00,9.833,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 15:25:00,2023-01-09,"studies"
"6436",6436,2023-01-09 15:24:00,41.267,"Microsoft Teams","PDF File viewer | Microsoft Teams",NA,2023-01-09 15:25:00,2023-01-09,"other"
"6437",6437,2023-01-09 15:24:00,0,"Microsoft Teams","https://teams.microsoft.com/_#/school/FileBrowserTabApp/General?threadId=19:Rcjk-S89Daq91Ci4gqxoXqpXcvl3B0TqXc-3XlyyEjo1@thread.tacv2&ctx=channel",NA,2023-01-09 15:24:00,2023-01-09,"other"
"6438",6438,2023-01-09 15:24:00,12.375,"Microsoft Teams","General (Inżynieria systemów informatycznych (CWI, gr. nr 5) - 2022Z) | Microsoft Teams",NA,2023-01-09 15:24:00,2023-01-09,"other"
"6439",6439,2023-01-09 15:24:00,0,"Microsoft Teams","https://teams.microsoft.com/_#/school/teams-grid/General?ctx=teamsGrid",NA,2023-01-09 15:24:00,2023-01-09,"other"
"6440",6440,2023-01-09 15:24:00,1.669,"Microsoft Teams","Microsoft Teams",NA,2023-01-09 15:24:00,2023-01-09,"other"
"6441",6441,2023-01-09 15:24:00,0,"Microsoft Teams","https://teams.microsoft.com/_#/school/conversations/General?threadId=19:cavSv6ime7C4FohLS9zieSORTgHM6-2ye3C29b00Fq41@thread.tacv2&ctx=channel",NA,2023-01-09 15:24:00,2023-01-09,"other"
"6442",6442,2023-01-09 15:24:00,2.536,"Microsoft Teams","General (Zaawansowane programowanie obiektowe i funkcyjne (1120-DS000-ISP-0236 - 2022Z)) | Microsoft Teams",NA,2023-01-09 15:24:00,2023-01-09,"other"
"6443",6443,2023-01-09 15:24:00,0,"Microsoft Teams","https://teams.microsoft.com/_#/pdf/viewer/p2p_ns/https:~2F~2Fwutwaw-my.sharepoint.com~2Fpersonal~2F01159284_pw_edu_pl~2FDocuments~2FPliki z czatów w aplikacji Microsoft Teams~2FDebate Nuclear power plant in Poland.pdf?threadId=19:953da874ef6f40ba8f8e8bbf0e015c91@thread.v2&messageId=1673196616911&fileId=37c71ffb-8358-4b0b-805a-d75b9ba5e48b&ctx=bim&viewerAction=view",NA,2023-01-09 15:24:00,2023-01-09,"other"
"6444",6444,2023-01-09 15:24:00,1.469,"Microsoft Teams","PDF File viewer | Microsoft Teams",NA,2023-01-09 15:24:00,2023-01-09,"other"
"6445",6445,2023-01-09 15:23:00,20.45,"Google Chrome","",NA,2023-01-09 15:24:00,2023-01-09,"studies"
"6446",6446,2023-01-09 15:23:00,2.263,"Messenger","Messenger",NA,2023-01-09 15:23:00,2023-01-09,"free time"
"6447",6447,2023-01-09 15:23:00,9.511,"Google Chrome","",NA,2023-01-09 15:23:00,2023-01-09,"studies"
"6448",6448,2023-01-09 15:23:00,18.645,"Finder","studiowe",NA,2023-01-09 15:23:00,2023-01-09,"other"
"6449",6449,2023-01-09 15:21:00,106.135,"Google Chrome","",NA,2023-01-09 15:23:00,2023-01-09,"studies"
"6450",6450,2023-01-09 15:21:00,9.24,"Messenger","Messenger",NA,2023-01-09 15:21:00,2023-01-09,"free time"
"6451",6451,2023-01-09 15:21:00,1.838,"Finder","studiowe",NA,2023-01-09 15:21:00,2023-01-09,"other"
"6452",6452,2023-01-09 15:21:00,7.213,"Messenger","Messenger",NA,2023-01-09 15:21:00,2023-01-09,"free time"
"6453",6453,2023-01-09 15:21:00,6.158,"Google Chrome","",NA,2023-01-09 15:21:00,2023-01-09,"studies"
"6454",6454,2023-01-09 15:21:00,3.89,"Podgląd","isi.drawio.pdf – Strona 2 z 3",NA,2023-01-09 15:21:00,2023-01-09,"other"
"6455",6455,2023-01-09 15:20:00,14.657,"Podgląd","NataliaSafiejko_diag_akt – Strona 1 z 3",NA,2023-01-09 15:21:00,2023-01-09,"other"
"6456",6456,2023-01-09 15:20:00,0.382,"Podgląd","isi.drawio.pdf – Strona 2 z 3",NA,2023-01-09 15:20:00,2023-01-09,"other"
"6457",6457,2023-01-09 15:20:00,1.357,"Finder","studiowe",NA,2023-01-09 15:20:00,2023-01-09,"other"
"6458",6458,2023-01-09 15:20:00,1.899,"Google Chrome","",NA,2023-01-09 15:20:00,2023-01-09,"studies"
"6459",6459,2023-01-09 15:20:00,2.645,"Finder","studiowe",NA,2023-01-09 15:20:00,2023-01-09,"other"
"6460",6460,2023-01-09 15:20:00,2.316,"Finder","Pobrane rzeczy",NA,2023-01-09 15:20:00,2023-01-09,"other"
"6461",6461,2023-01-09 15:20:00,1.264,"Google Chrome","",NA,2023-01-09 15:20:00,2023-01-09,"studies"
"6462",6462,2023-01-09 15:20:00,1.671,"Podgląd","isi.drawio.pdf – Strona 2 z 3",NA,2023-01-09 15:20:00,2023-01-09,"other"
"6463",6463,2023-01-09 15:20:00,30.918,"Podgląd","",NA,2023-01-09 15:20:00,2023-01-09,"other"
"6464",6464,2023-01-09 15:19:00,21.273,"Podgląd","isi.drawio.pdf – Strona 1 z 3",NA,2023-01-09 15:20:00,2023-01-09,"other"
"6465",6465,2023-01-09 15:19:00,7.301,"Finder","Pobrane rzeczy",NA,2023-01-09 15:19:00,2023-01-09,"other"
"6466",6466,2023-01-09 15:18:00,42.675,"Google Chrome","",NA,2023-01-09 15:19:00,2023-01-09,"studies"
"6467",6467,2023-01-09 15:17:00,84.908,"Microsoft Teams","PDF File viewer | Microsoft Teams",NA,2023-01-09 15:18:00,2023-01-09,"other"
"6468",6468,2023-01-09 15:17:00,23.048,"Google Chrome","",NA,2023-01-09 15:17:00,2023-01-09,"studies"
"6469",6469,2023-01-09 13:41:00,3796.543,"Google Chrome","",NA,2023-01-09 14:45:00,2023-01-09,"studies"
"6470",6470,2023-01-09 13:41:00,2.929,"RStudio","RStudio",NA,2023-01-09 13:41:00,2023-01-09,"studies"
"6471",6471,2023-01-09 13:41:00,4.734,"Google Chrome","",NA,2023-01-09 13:41:00,2023-01-09,"studies"
"6472",6472,2023-01-09 13:39:00,110.353,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 13:41:00,2023-01-09,"studies"
"6473",6473,2023-01-09 13:39:00,0.791,"Eclipse","",NA,2023-01-09 13:39:00,2023-01-09,"studies"
"6474",6474,2023-01-09 13:34:00,335.46,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 13:39:00,2023-01-09,"studies"
"6475",6475,2023-01-09 13:34:00,4.223,"Eclipse","eclipse-workspace - Punktowane4/src/Ramka/MyFrame.java - Eclipse IDE",NA,2023-01-09 13:34:00,2023-01-09,"studies"
"6476",6476,2023-01-09 13:33:00,43.152,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 13:34:00,2023-01-09,"studies"
"6477",6477,2023-01-09 13:33:00,24.585,"Eclipse","eclipse-workspace - Punktowane4/src/Ramka/MyFrame.java - Eclipse IDE",NA,2023-01-09 13:33:00,2023-01-09,"studies"
"6478",6478,2023-01-09 13:33:00,0.04,"Eclipse","",NA,2023-01-09 13:33:00,2023-01-09,"studies"
"6479",6479,2023-01-09 13:32:00,11.573,"Eclipse","eclipse-workspace - Punktowane4/src/Ramka/MyFrame.java - Eclipse IDE",NA,2023-01-09 13:33:00,2023-01-09,"studies"
"6480",6480,2023-01-09 13:32:00,13.183,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-09 13:33:00,2023-01-09,"studies"
"6481",6481,2023-01-09 13:28:00,254.147,"Google Chrome","",NA,2023-01-09 13:32:00,2023-01-09,"studies"
"6482",6482,2023-01-09 13:27:00,41.292,"RStudio","RStudio",NA,2023-01-09 13:28:00,2023-01-09,"studies"
"6483",6483,2023-01-09 13:27:00,12.503,"Google Chrome","",NA,2023-01-09 13:27:00,2023-01-09,"studies"
"6484",6484,2023-01-09 13:27:00,28.505,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-09 13:27:00,2023-01-09,"studies"
"6485",6485,2023-01-09 13:25:00,88.337,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 13:27:00,2023-01-09,"studies"
"6486",6486,2023-01-09 13:25:00,0.285,"Eclipse","",NA,2023-01-09 13:25:00,2023-01-09,"studies"
"6487",6487,2023-01-09 13:25:00,13.285,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 13:25:00,2023-01-09,"studies"
"6488",6488,2023-01-09 13:25:00,16.575,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-09 13:25:00,2023-01-09,"studies"
"6489",6489,2023-01-09 13:25:00,9.821,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 13:25:00,2023-01-09,"studies"
"6490",6490,2023-01-09 13:24:00,7.164,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-09 13:25:00,2023-01-09,"studies"
"6491",6491,2023-01-09 13:24:00,30.563,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 13:24:00,2023-01-09,"studies"
"6492",6492,2023-01-09 12:41:00,79.497,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:42:00,2023-01-09,"studies"
"6493",6493,2023-01-09 12:40:00,35.78,"Google Chrome","",NA,2023-01-09 12:41:00,2023-01-09,"studies"
"6494",6494,2023-01-09 12:39:00,38.327,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:40:00,2023-01-09,"studies"
"6495",6495,2023-01-09 12:39:00,5.823,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-09 12:39:00,2023-01-09,"studies"
"6496",6496,2023-01-09 12:37:00,117.837,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:39:00,2023-01-09,"studies"
"6497",6497,2023-01-09 12:37:00,3.943,"Eclipse","eclipse-workspace - Punktowane4/src/Ramka/MyFrame.java - Eclipse IDE",NA,2023-01-09 12:37:00,2023-01-09,"studies"
"6498",6498,2023-01-09 12:37:00,10.534,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-09 12:37:00,2023-01-09,"studies"
"6499",6499,2023-01-09 12:36:00,45.424,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:37:00,2023-01-09,"studies"
"6500",6500,2023-01-09 12:36:00,3.623,"Eclipse","eclipse-workspace - Punktowane4/src/Ramka/MyFrame.java - Eclipse IDE",NA,2023-01-09 12:36:00,2023-01-09,"studies"
"6501",6501,2023-01-09 12:36:00,6.33,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-09 12:36:00,2023-01-09,"studies"
"6502",6502,2023-01-09 12:35:00,45.214,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:36:00,2023-01-09,"studies"
"6503",6503,2023-01-09 12:35:00,1.628,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-09 12:35:00,2023-01-09,"studies"
"6504",6504,2023-01-09 12:35:00,48.357,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:35:00,2023-01-09,"studies"
"6505",6505,2023-01-09 12:34:00,37.133,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-09 12:35:00,2023-01-09,"studies"
"6506",6506,2023-01-09 12:31:00,206.736,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:34:00,2023-01-09,"studies"
"6507",6507,2023-01-09 12:31:00,0.03,"Eclipse","",NA,2023-01-09 12:31:00,2023-01-09,"studies"
"6508",6508,2023-01-09 12:30:00,27.754,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:31:00,2023-01-09,"studies"
"6509",6509,2023-01-09 12:30:00,26.753,"Eclipse","eclipse-workspace - Punktowane4/src/Ramka/MyFrame.java - Eclipse IDE",NA,2023-01-09 12:30:00,2023-01-09,"studies"
"6510",6510,2023-01-09 12:28:00,101.547,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:30:00,2023-01-09,"studies"
"6511",6511,2023-01-09 12:27:00,44.368,"Eclipse","eclipse-workspace - Punktowane4/src/Ramka/GraphicPanel.java - Eclipse IDE",NA,2023-01-09 12:28:00,2023-01-09,"studies"
"6512",6512,2023-01-09 12:27:00,28.251,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:27:00,2023-01-09,"studies"
"6513",6513,2023-01-09 12:27:00,1.772,"Eclipse","eclipse-workspace - Punktowane4/src/Ramka/MyFrame.java - Eclipse IDE",NA,2023-01-09 12:27:00,2023-01-09,"studies"
"6514",6514,2023-01-09 12:26:00,27.325,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/App.java - Eclipse IDE",NA,2023-01-09 12:27:00,2023-01-09,"studies"
"6515",6515,2023-01-09 12:26:00,16.91,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/api/RestClient.java - Eclipse IDE",NA,2023-01-09 12:26:00,2023-01-09,"studies"
"6516",6516,2023-01-09 12:24:00,129.416,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:26:00,2023-01-09,"studies"
"6517",6517,2023-01-09 12:23:00,60.132,"Eclipse","eclipse-workspace - Punktowane4/src/Ramka/MyFrame.java - Eclipse IDE",NA,2023-01-09 12:24:00,2023-01-09,"studies"
"6518",6518,2023-01-09 12:23:00,14.661,"Eclipse","eclipse-workspace - Punktowane4/src/Ramka/GraphicPanel.java - Eclipse IDE",NA,2023-01-09 12:23:00,2023-01-09,"studies"
"6519",6519,2023-01-09 12:23:00,1.853,"Eclipse","eclipse-workspace - Punktowane4/src/Ramka/Demo.java - Eclipse IDE",NA,2023-01-09 12:23:00,2023-01-09,"studies"
"6520",6520,2023-01-09 12:22:00,46.65,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:23:00,2023-01-09,"studies"
"6521",6521,2023-01-09 12:22:00,16.826,"Google Chrome","",NA,2023-01-09 12:22:00,2023-01-09,"studies"
"6522",6522,2023-01-09 12:21:00,5.892,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:22:00,2023-01-09,"studies"
"6523",6523,2023-01-09 12:20:00,86.192,"Google Chrome","",NA,2023-01-09 12:21:00,2023-01-09,"studies"
"6524",6524,2023-01-09 12:20:00,11.816,"Messenger","Messenger",NA,2023-01-09 12:20:00,2023-01-09,"free time"
"6525",6525,2023-01-09 12:19:00,33.844,"Google Chrome","",NA,2023-01-09 12:20:00,2023-01-09,"studies"
"6526",6526,2023-01-09 12:19:00,3.439,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:19:00,2023-01-09,"studies"
"6527",6527,2023-01-09 12:19:00,21.491,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/App.java - Eclipse IDE",NA,2023-01-09 12:19:00,2023-01-09,"studies"
"6528",6528,2023-01-09 12:19:00,13.813,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/api/RestClient.java - Eclipse IDE",NA,2023-01-09 12:19:00,2023-01-09,"studies"
"6529",6529,2023-01-09 12:18:00,46.039,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:19:00,2023-01-09,"studies"
"6530",6530,2023-01-09 12:17:00,76.46,"Google Chrome","",NA,2023-01-09 12:18:00,2023-01-09,"studies"
"6531",6531,2023-01-09 12:16:00,2.509,"Messenger","Messenger",NA,2023-01-09 12:17:00,2023-01-09,"free time"
"6532",6532,2023-01-09 12:11:00,331.857,"Google Chrome","",NA,2023-01-09 12:16:00,2023-01-09,"studies"
"6533",6533,2023-01-09 12:11:00,21.125,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:11:00,2023-01-09,"studies"
"6534",6534,2023-01-09 12:10:00,43,"Messenger","Messenger",NA,2023-01-09 12:11:00,2023-01-09,"free time"
"6535",6535,2023-01-09 12:09:00,38.802,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:10:00,2023-01-09,"studies"
"6536",6536,2023-01-09 12:08:00,65.566,"Eclipse","Preferences (Filtered)",NA,2023-01-09 12:09:00,2023-01-09,"studies"
"6537",6537,2023-01-09 12:08:00,5.544,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:08:00,2023-01-09,"studies"
"6538",6538,2023-01-09 12:08:00,1.411,"Eclipse","Preferences",NA,2023-01-09 12:08:00,2023-01-09,"studies"
"6539",6539,2023-01-09 12:08:00,15.394,"Eclipse","Colors",NA,2023-01-09 12:08:00,2023-01-09,"studies"
"6540",6540,2023-01-09 12:08:00,0.983,"Eclipse","Preferences",NA,2023-01-09 12:08:00,2023-01-09,"studies"
"6541",6541,2023-01-09 12:08:00,7.037,"Eclipse","Colors",NA,2023-01-09 12:08:00,2023-01-09,"studies"
"6542",6542,2023-01-09 12:08:00,1.433,"Eclipse","Preferences",NA,2023-01-09 12:08:00,2023-01-09,"studies"
"6543",6543,2023-01-09 12:07:00,8.632,"Eclipse","Colors",NA,2023-01-09 12:08:00,2023-01-09,"studies"
"6544",6544,2023-01-09 12:07:00,0.9,"Eclipse","Preferences",NA,2023-01-09 12:07:00,2023-01-09,"studies"
"6545",6545,2023-01-09 12:07:00,8.999,"Eclipse","Colors",NA,2023-01-09 12:07:00,2023-01-09,"studies"
"6546",6546,2023-01-09 12:07:00,2.309,"Eclipse","Preferences",NA,2023-01-09 12:07:00,2023-01-09,"studies"
"6547",6547,2023-01-09 12:07:00,11.711,"Eclipse","Colors",NA,2023-01-09 12:07:00,2023-01-09,"studies"
"6548",6548,2023-01-09 12:07:00,1.111,"Eclipse","Preferences",NA,2023-01-09 12:07:00,2023-01-09,"studies"
"6549",6549,2023-01-09 12:07:00,14.024,"Eclipse","Colors",NA,2023-01-09 12:07:00,2023-01-09,"studies"
"6550",6550,2023-01-09 12:07:00,3.524,"Eclipse","Preferences",NA,2023-01-09 12:07:00,2023-01-09,"studies"
"6551",6551,2023-01-09 12:07:00,10.525,"Eclipse","Colors",NA,2023-01-09 12:07:00,2023-01-09,"studies"
"6552",6552,2023-01-09 12:06:00,17.351,"Eclipse","Preferences",NA,2023-01-09 12:07:00,2023-01-09,"studies"
"6553",6553,2023-01-09 12:06:00,26.942,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:06:00,2023-01-09,"studies"
"6554",6554,2023-01-09 12:05:00,28.674,"Eclipse","Preferences",NA,2023-01-09 12:06:00,2023-01-09,"studies"
"6555",6555,2023-01-09 12:05:00,14.616,"Eclipse","Colors",NA,2023-01-09 12:05:00,2023-01-09,"studies"
"6556",6556,2023-01-09 12:05:00,7.007,"Eclipse","Preferences",NA,2023-01-09 12:05:00,2023-01-09,"studies"
"6557",6557,2023-01-09 12:05:00,9.287,"Eclipse","eclipse-workspace - Filmweb/src/main/java/mini/projekt/zpoif/Filmweb/gui.java - Eclipse IDE",NA,2023-01-09 12:05:00,2023-01-09,"studies"
"6558",6558,2023-01-09 12:03:00,136.897,"Google Chrome","",NA,2023-01-09 12:05:00,2023-01-09,"studies"
"6559",6559,2023-01-09 12:01:00,88.364,"Messenger","Messenger",NA,2023-01-09 12:03:00,2023-01-09,"free time"
