"","P_DZIEDZINA","P_ROKDYP","dosw","P_WOJ","WOJ_NAME","sredni_czas"
"335"," nauk inżynieryjno-technicznych",2017,"Nie",30,"wielkopolskie",8.56207317073171
"336"," nauk inżynieryjno-technicznych",2017,"Nie",32,"zachodniopomorskie",7.66074074074074
"337"," nauk inżynieryjno-technicznych",2017,"Tak",2,"dolnośląskie",3.50976377952756
"338"," nauk inżynieryjno-technicznych",2017,"Tak",4,"kujawsko-pomorskie",2.39395348837209
"339"," nauk inżynieryjno-technicznych",2017,"Tak",6,"lubelskie",4.45234375
"340"," nauk inżynieryjno-technicznych",2017,"Tak",8,"lubuskie",2.45782608695652
"341"," nauk inżynieryjno-technicznych",2017,"Tak",10,"łódzkie",3.5319696969697
"342"," nauk inżynieryjno-technicznych",2017,"Tak",12,"małopolskie",3.8413407821229
"343"," nauk inżynieryjno-technicznych",2017,"Tak",14,"mazowieckie",3.07382513661202
"344"," nauk inżynieryjno-technicznych",2017,"Tak",16,"opolskie",2.01205882352941
"345"," nauk inżynieryjno-technicznych",2017,"Tak",18,"podkarpackie",3.99058823529412
"346"," nauk inżynieryjno-technicznych",2017,"Tak",20,"podlaskie",3.08527777777778
"347"," nauk inżynieryjno-technicznych",2017,"Tak",22,"pomorskie",4.14482352941176
"348"," nauk inżynieryjno-technicznych",2017,"Tak",24,"śląskie",2.7462091503268
"349"," nauk inżynieryjno-technicznych",2017,"Tak",26,"świętokrzyskie",3.4269696969697
"350"," nauk inżynieryjno-technicznych",2017,"Tak",28,"warmińsko-mazurskie",4.03565217391304
"351"," nauk inżynieryjno-technicznych",2017,"Tak",30,"wielkopolskie",3.21673684210526
"352"," nauk inżynieryjno-technicznych",2017,"Tak",32,"zachodniopomorskie",3.01786885245902
"353"," nauk inżynieryjno-technicznych",2018,"Nie",2,"dolnośląskie",8.8078021978022
"354"," nauk inżynieryjno-technicznych",2018,"Nie",4,"kujawsko-pomorskie",7.46033333333333
"355"," nauk inżynieryjno-technicznych",2018,"Nie",6,"lubelskie",10.2315789473684
"356"," nauk inżynieryjno-technicznych",2018,"Nie",8,"lubuskie",8.46222222222222
"357"," nauk inżynieryjno-technicznych",2018,"Nie",10,"łódzkie",8.65181818181818
"358"," nauk inżynieryjno-technicznych",2018,"Nie",12,"małopolskie",9.62834355828221
"359"," nauk inżynieryjno-technicznych",2018,"Nie",14,"mazowieckie",8.56386503067485
"360"," nauk inżynieryjno-technicznych",2018,"Nie",16,"opolskie",9.96
"361"," nauk inżynieryjno-technicznych",2018,"Nie",18,"podkarpackie",7.78952380952381
"362"," nauk inżynieryjno-technicznych",2018,"Nie",20,"podlaskie",8.5315625
"363"," nauk inżynieryjno-technicznych",2018,"Nie",22,"pomorskie",9.48714285714286
"364"," nauk inżynieryjno-technicznych",2018,"Nie",24,"śląskie",8.39220689655172
"365"," nauk inżynieryjno-technicznych",2018,"Nie",26,"świętokrzyskie",9.65766666666667
"366"," nauk inżynieryjno-technicznych",2018,"Nie",28,"warmińsko-mazurskie",9.1472
"367"," nauk inżynieryjno-technicznych",2018,"Nie",30,"wielkopolskie",8.41731707317073
"368"," nauk inżynieryjno-technicznych",2018,"Nie",32,"zachodniopomorskie",8.28649122807018
"369"," nauk inżynieryjno-technicznych",2018,"Tak",2,"dolnośląskie",3.87772277227723
"370"," nauk inżynieryjno-technicznych",2018,"Tak",4,"kujawsko-pomorskie",1.46684210526316
"371"," nauk inżynieryjno-technicznych",2018,"Tak",6,"lubelskie",4.53338983050847
"372"," nauk inżynieryjno-technicznych",2018,"Tak",8,"lubuskie",2.71181818181818
"373"," nauk inżynieryjno-technicznych",2018,"Tak",10,"łódzkie",2.4127868852459
"374"," nauk inżynieryjno-technicznych",2018,"Tak",12,"małopolskie",3.91947976878613
"375"," nauk inżynieryjno-technicznych",2018,"Tak",14,"mazowieckie",2.4556
"376"," nauk inżynieryjno-technicznych",2018,"Tak",16,"opolskie",2.50814814814815
"377"," nauk inżynieryjno-technicznych",2018,"Tak",18,"podkarpackie",2.35797101449275
"378"," nauk inżynieryjno-technicznych",2018,"Tak",20,"podlaskie",3.73147058823529
"379"," nauk inżynieryjno-technicznych",2018,"Tak",22,"pomorskie",3.14613333333333
"380"," nauk inżynieryjno-technicznych",2018,"Tak",24,"śląskie",2.70217391304348
"381"," nauk inżynieryjno-technicznych",2018,"Tak",26,"świętokrzyskie",4.010625
"382"," nauk inżynieryjno-technicznych",2018,"Tak",28,"warmińsko-mazurskie",2.80785714285714
"383"," nauk inżynieryjno-technicznych",2018,"Tak",30,"wielkopolskie",3.92956043956044
"384"," nauk inżynieryjno-technicznych",2018,"Tak",32,"zachodniopomorskie",2.8
"385"," nauk inżynieryjno-technicznych",2019,"Nie",2,"dolnośląskie",7.96237113402062
"386"," nauk inżynieryjno-technicznych",2019,"Nie",4,"kujawsko-pomorskie",7.30225806451613
"387"," nauk inżynieryjno-technicznych",2019,"Nie",6,"lubelskie",8.05309090909091
"388"," nauk inżynieryjno-technicznych",2019,"Nie",8,"lubuskie",6.602
"389"," nauk inżynieryjno-technicznych",2019,"Nie",10,"łódzkie",9.00701754385965
"390"," nauk inżynieryjno-technicznych",2019,"Nie",12,"małopolskie",9.0466081871345
"391"," nauk inżynieryjno-technicznych",2019,"Nie",14,"mazowieckie",7.35051282051282
"392"," nauk inżynieryjno-technicznych",2019,"Nie",16,"opolskie",8.6872
"393"," nauk inżynieryjno-technicznych",2019,"Nie",18,"podkarpackie",8.2244262295082
"394"," nauk inżynieryjno-technicznych",2019,"Nie",20,"podlaskie",8.68941176470588
"395"," nauk inżynieryjno-technicznych",2019,"Nie",22,"pomorskie",8.44094594594595
"396"," nauk inżynieryjno-technicznych",2019,"Nie",24,"śląskie",8.12863247863248
"397"," nauk inżynieryjno-technicznych",2019,"Nie",26,"świętokrzyskie",9.44689655172414
"398"," nauk inżynieryjno-technicznych",2019,"Nie",28,"warmińsko-mazurskie",6.06
"399"," nauk inżynieryjno-technicznych",2019,"Nie",30,"wielkopolskie",7.60341772151899
"400"," nauk inżynieryjno-technicznych",2019,"Nie",32,"zachodniopomorskie",6.53269230769231
"401"," nauk inżynieryjno-technicznych",2019,"Tak",2,"dolnośląskie",3.61269230769231
"402"," nauk inżynieryjno-technicznych",2019,"Tak",4,"kujawsko-pomorskie",1.84477272727273
"403"," nauk inżynieryjno-technicznych",2019,"Tak",6,"lubelskie",3.20910714285714
"404"," nauk inżynieryjno-technicznych",2019,"Tak",8,"lubuskie",1.93545454545455
"405"," nauk inżynieryjno-technicznych",2019,"Tak",10,"łódzkie",2.4519696969697
"406"," nauk inżynieryjno-technicznych",2019,"Tak",12,"małopolskie",3.72402173913043
"407"," nauk inżynieryjno-technicznych",2019,"Tak",14,"mazowieckie",2.32131736526946
"408"," nauk inżynieryjno-technicznych",2019,"Tak",16,"opolskie",1.88971428571429
"409"," nauk inżynieryjno-technicznych",2019,"Tak",18,"podkarpackie",3.541875
"410"," nauk inżynieryjno-technicznych",2019,"Tak",20,"podlaskie",2.86894736842105
"411"," nauk inżynieryjno-technicznych",2019,"Tak",22,"pomorskie",2.90544303797468
"412"," nauk inżynieryjno-technicznych",2019,"Tak",24,"śląskie",2.67288732394366
"413"," nauk inżynieryjno-technicznych",2019,"Tak",26,"świętokrzyskie",3.29677419354839
"414"," nauk inżynieryjno-technicznych",2019,"Tak",28,"warmińsko-mazurskie",2.19714285714286
"415"," nauk inżynieryjno-technicznych",2019,"Tak",30,"wielkopolskie",3.51568181818182
"416"," nauk inżynieryjno-technicznych",2019,"Tak",32,"zachodniopomorskie",2.34568965517241
"417"," nauk inżynieryjno-technicznych",2020,"Nie",2,"dolnośląskie",6.46415841584158
"418"," nauk inżynieryjno-technicznych",2020,"Nie",4,"kujawsko-pomorskie",5.23103448275862
"419"," nauk inżynieryjno-technicznych",2020,"Nie",6,"lubelskie",7.36127272727273
"420"," nauk inżynieryjno-technicznych",2020,"Nie",8,"lubuskie",6.00125
"421"," nauk inżynieryjno-technicznych",2020,"Nie",10,"łódzkie",5.96714285714286
"422"," nauk inżynieryjno-technicznych",2020,"Nie",12,"małopolskie",7.35932098765432
"423"," nauk inżynieryjno-technicznych",2020,"Nie",14,"mazowieckie",5.6308024691358
"424"," nauk inżynieryjno-technicznych",2020,"Nie",16,"opolskie",5.71941176470588
"425"," nauk inżynieryjno-technicznych",2020,"Nie",18,"podkarpackie",7.07872340425532
"426"," nauk inżynieryjno-technicznych",2020,"Nie",20,"podlaskie",7.0425
"427"," nauk inżynieryjno-technicznych",2020,"Nie",22,"pomorskie",5.96666666666667
"428"," nauk inżynieryjno-technicznych",2020,"Nie",24,"śląskie",6.15617647058824
"429"," nauk inżynieryjno-technicznych",2020,"Nie",26,"świętokrzyskie",7.7535
"430"," nauk inżynieryjno-technicznych",2020,"Nie",28,"warmińsko-mazurskie",5.84294117647059
"431"," nauk inżynieryjno-technicznych",2020,"Nie",30,"wielkopolskie",6.95389830508475
"432"," nauk inżynieryjno-technicznych",2020,"Nie",32,"zachodniopomorskie",5.45395348837209
"433"," nauk inżynieryjno-technicznych",2020,"Tak",2,"dolnośląskie",3.04100917431193
"434"," nauk inżynieryjno-technicznych",2020,"Tak",4,"kujawsko-pomorskie",1.325
"435"," nauk inżynieryjno-technicznych",2020,"Tak",6,"lubelskie",2.995
"436"," nauk inżynieryjno-technicznych",2020,"Tak",8,"lubuskie",1.77130434782609
"437"," nauk inżynieryjno-technicznych",2020,"Tak",10,"łódzkie",2.17770833333333
"438"," nauk inżynieryjno-technicznych",2020,"Tak",12,"małopolskie",3.22771929824561
"439"," nauk inżynieryjno-technicznych",2020,"Tak",14,"mazowieckie",1.70950276243094
"440"," nauk inżynieryjno-technicznych",2020,"Tak",16,"opolskie",1.80652173913043
"441"," nauk inżynieryjno-technicznych",2020,"Tak",18,"podkarpackie",3.3016
"442"," nauk inżynieryjno-technicznych",2020,"Tak",20,"podlaskie",3.43944444444444
"443"," nauk inżynieryjno-technicznych",2020,"Tak",22,"pomorskie",2.32904109589041
"444"," nauk inżynieryjno-technicznych",2020,"Tak",24,"śląskie",2.2198275862069
"445"," nauk inżynieryjno-technicznych",2020,"Tak",26,"świętokrzyskie",3.5147619047619
"446"," nauk inżynieryjno-technicznych",2020,"Tak",28,"warmińsko-mazurskie",2.38238095238095
"447"," nauk inżynieryjno-technicznych",2020,"Tak",30,"wielkopolskie",3.25123287671233
"448"," nauk inżynieryjno-technicznych",2020,"Tak",32,"zachodniopomorskie",2.069375
"449"," nauk medycznych i nauk o zdrowiu",2014,"Nie",2,"dolnośląskie",9.90514285714286
"450"," nauk medycznych i nauk o zdrowiu",2014,"Nie",4,"kujawsko-pomorskie",7.6446875
"451"," nauk medycznych i nauk o zdrowiu",2014,"Nie",6,"lubelskie",11.3585106382979
"452"," nauk medycznych i nauk o zdrowiu",2014,"Nie",8,"lubuskie",7.941
"453"," nauk medycznych i nauk o zdrowiu",2014,"Nie",10,"łódzkie",7.68542857142857
"454"," nauk medycznych i nauk o zdrowiu",2014,"Nie",12,"małopolskie",9.75393939393939
"455"," nauk medycznych i nauk o zdrowiu",2014,"Nie",14,"mazowieckie",9.16555555555555
"456"," nauk medycznych i nauk o zdrowiu",2014,"Nie",16,"opolskie",9.34708333333333
"457"," nauk medycznych i nauk o zdrowiu",2014,"Nie",18,"podkarpackie",10.8068571428571
"458"," nauk medycznych i nauk o zdrowiu",2014,"Nie",20,"podlaskie",9.72454545454545
"459"," nauk medycznych i nauk o zdrowiu",2014,"Nie",22,"pomorskie",8.81428571428571
"460"," nauk medycznych i nauk o zdrowiu",2014,"Nie",24,"śląskie",8.46614035087719
"461"," nauk medycznych i nauk o zdrowiu",2014,"Nie",26,"świętokrzyskie",8.08448275862069
"462"," nauk medycznych i nauk o zdrowiu",2014,"Nie",28,"warmińsko-mazurskie",6.73705882352941
"463"," nauk medycznych i nauk o zdrowiu",2014,"Nie",30,"wielkopolskie",8.39214285714286
"464"," nauk medycznych i nauk o zdrowiu",2014,"Nie",32,"zachodniopomorskie",8.04827586206897
"465"," nauk medycznych i nauk o zdrowiu",2014,"Tak",2,"dolnośląskie",1.37088235294118
"466"," nauk medycznych i nauk o zdrowiu",2014,"Tak",4,"kujawsko-pomorskie",0.742962962962963
"467"," nauk medycznych i nauk o zdrowiu",2014,"Tak",6,"lubelskie",0.647272727272727
"468"," nauk medycznych i nauk o zdrowiu",2014,"Tak",8,"lubuskie",0.218571428571429
"469"," nauk medycznych i nauk o zdrowiu",2014,"Tak",10,"łódzkie",0.571935483870968
"470"," nauk medycznych i nauk o zdrowiu",2014,"Tak",12,"małopolskie",1.115
"471"," nauk medycznych i nauk o zdrowiu",2014,"Tak",14,"mazowieckie",0.930461538461538
"472"," nauk medycznych i nauk o zdrowiu",2014,"Tak",16,"opolskie",1.67590909090909
"473"," nauk medycznych i nauk o zdrowiu",2014,"Tak",18,"podkarpackie",0.4625
"474"," nauk medycznych i nauk o zdrowiu",2014,"Tak",20,"podlaskie",0.666470588235294
"475"," nauk medycznych i nauk o zdrowiu",2014,"Tak",22,"pomorskie",0.841764705882353
"476"," nauk medycznych i nauk o zdrowiu",2014,"Tak",24,"śląskie",1.20235294117647
"477"," nauk medycznych i nauk o zdrowiu",2014,"Tak",26,"świętokrzyskie",1.2788
"478"," nauk medycznych i nauk o zdrowiu",2014,"Tak",28,"warmińsko-mazurskie",0.648888888888889
"479"," nauk medycznych i nauk o zdrowiu",2014,"Tak",30,"wielkopolskie",1.41828125
"480"," nauk medycznych i nauk o zdrowiu",2014,"Tak",32,"zachodniopomorskie",0.748333333333333
"481"," nauk medycznych i nauk o zdrowiu",2015,"Nie",2,"dolnośląskie",10.7035416666667
"482"," nauk medycznych i nauk o zdrowiu",2015,"Nie",4,"kujawsko-pomorskie",10.9257142857143
"483"," nauk medycznych i nauk o zdrowiu",2015,"Nie",6,"lubelskie",10.3741463414634
"484"," nauk medycznych i nauk o zdrowiu",2015,"Nie",8,"lubuskie",11.267
"485"," nauk medycznych i nauk o zdrowiu",2015,"Nie",10,"łódzkie",9.75844444444444
"486"," nauk medycznych i nauk o zdrowiu",2015,"Nie",12,"małopolskie",11.7286301369863
"487"," nauk medycznych i nauk o zdrowiu",2015,"Nie",14,"mazowieckie",11.0489534883721
"488"," nauk medycznych i nauk o zdrowiu",2015,"Nie",16,"opolskie",10.0568421052632
"489"," nauk medycznych i nauk o zdrowiu",2015,"Nie",18,"podkarpackie",13.4109375
"490"," nauk medycznych i nauk o zdrowiu",2015,"Nie",20,"podlaskie",9.22787878787879
"491"," nauk medycznych i nauk o zdrowiu",2015,"Nie",22,"pomorskie",9.76108695652174
"492"," nauk medycznych i nauk o zdrowiu",2015,"Nie",24,"śląskie",8.83
"493"," nauk medycznych i nauk o zdrowiu",2015,"Nie",26,"świętokrzyskie",8.54615384615385
"494"," nauk medycznych i nauk o zdrowiu",2015,"Nie",28,"warmińsko-mazurskie",8.50666666666667
"495"," nauk medycznych i nauk o zdrowiu",2015,"Nie",30,"wielkopolskie",10.8652
"496"," nauk medycznych i nauk o zdrowiu",2015,"Nie",32,"zachodniopomorskie",10.2040625
"497"," nauk medycznych i nauk o zdrowiu",2015,"Tak",2,"dolnośląskie",5.12125
"498"," nauk medycznych i nauk o zdrowiu",2015,"Tak",4,"kujawsko-pomorskie",4.80725
"499"," nauk medycznych i nauk o zdrowiu",2015,"Tak",6,"lubelskie",4.06857142857143
"500"," nauk medycznych i nauk o zdrowiu",2015,"Tak",8,"lubuskie",5.53272727272727
"501"," nauk medycznych i nauk o zdrowiu",2015,"Tak",10,"łódzkie",3.97869565217391
"502"," nauk medycznych i nauk o zdrowiu",2015,"Tak",12,"małopolskie",4.84591549295775
"503"," nauk medycznych i nauk o zdrowiu",2015,"Tak",14,"mazowieckie",3.33247191011236
"504"," nauk medycznych i nauk o zdrowiu",2015,"Tak",16,"opolskie",5.362
"505"," nauk medycznych i nauk o zdrowiu",2015,"Tak",18,"podkarpackie",3.71424242424242
"506"," nauk medycznych i nauk o zdrowiu",2015,"Tak",20,"podlaskie",3.09096774193548
"507"," nauk medycznych i nauk o zdrowiu",2015,"Tak",22,"pomorskie",4.4245652173913
"508"," nauk medycznych i nauk o zdrowiu",2015,"Tak",24,"śląskie",2.76
"509"," nauk medycznych i nauk o zdrowiu",2015,"Tak",26,"świętokrzyskie",2.38071428571429
"510"," nauk medycznych i nauk o zdrowiu",2015,"Tak",28,"warmińsko-mazurskie",3.114
"511"," nauk medycznych i nauk o zdrowiu",2015,"Tak",30,"wielkopolskie",4.593
"512"," nauk medycznych i nauk o zdrowiu",2015,"Tak",32,"zachodniopomorskie",3.54147058823529
"513"," nauk medycznych i nauk o zdrowiu",2016,"Nie",2,"dolnośląskie",9.92415094339623
"514"," nauk medycznych i nauk o zdrowiu",2016,"Nie",4,"kujawsko-pomorskie",8.67731707317073
"515"," nauk medycznych i nauk o zdrowiu",2016,"Nie",6,"lubelskie",10.4604651162791
"516"," nauk medycznych i nauk o zdrowiu",2016,"Nie",8,"lubuskie",12.3066666666667
"517"," nauk medycznych i nauk o zdrowiu",2016,"Nie",10,"łódzkie",7.57864864864865
"518"," nauk medycznych i nauk o zdrowiu",2016,"Nie",12,"małopolskie",10.3228
"519"," nauk medycznych i nauk o zdrowiu",2016,"Nie",14,"mazowieckie",9.87228571428571
"520"," nauk medycznych i nauk o zdrowiu",2016,"Nie",16,"opolskie",10.7027777777778
"521"," nauk medycznych i nauk o zdrowiu",2016,"Nie",18,"podkarpackie",11.5935714285714
"522"," nauk medycznych i nauk o zdrowiu",2016,"Nie",20,"podlaskie",7.7385
"523"," nauk medycznych i nauk o zdrowiu",2016,"Nie",22,"pomorskie",10.2164102564103
"524"," nauk medycznych i nauk o zdrowiu",2016,"Nie",24,"śląskie",9.04015151515152
"525"," nauk medycznych i nauk o zdrowiu",2016,"Nie",26,"świętokrzyskie",9.50347826086957
"526"," nauk medycznych i nauk o zdrowiu",2016,"Nie",28,"warmińsko-mazurskie",5.9875
"527"," nauk medycznych i nauk o zdrowiu",2016,"Nie",30,"wielkopolskie",10.4418181818182
"528"," nauk medycznych i nauk o zdrowiu",2016,"Nie",32,"zachodniopomorskie",11.137037037037
"529"," nauk medycznych i nauk o zdrowiu",2016,"Tak",2,"dolnośląskie",4.84
"530"," nauk medycznych i nauk o zdrowiu",2016,"Tak",4,"kujawsko-pomorskie",3.6690243902439
"531"," nauk medycznych i nauk o zdrowiu",2016,"Tak",6,"lubelskie",4.8415
"532"," nauk medycznych i nauk o zdrowiu",2016,"Tak",8,"lubuskie",7.29666666666667
"533"," nauk medycznych i nauk o zdrowiu",2016,"Tak",10,"łódzkie",2.69
"534"," nauk medycznych i nauk o zdrowiu",2016,"Tak",12,"małopolskie",4.9458904109589
"535"," nauk medycznych i nauk o zdrowiu",2016,"Tak",14,"mazowieckie",4.15263888888889
"536"," nauk medycznych i nauk o zdrowiu",2016,"Tak",16,"opolskie",5.49473684210526
"537"," nauk medycznych i nauk o zdrowiu",2016,"Tak",18,"podkarpackie",5.40724137931034
"538"," nauk medycznych i nauk o zdrowiu",2016,"Tak",20,"podlaskie",2.90117647058824
"539"," nauk medycznych i nauk o zdrowiu",2016,"Tak",22,"pomorskie",3.76473684210526
"540"," nauk medycznych i nauk o zdrowiu",2016,"Tak",24,"śląskie",4.14
"541"," nauk medycznych i nauk o zdrowiu",2016,"Tak",26,"świętokrzyskie",3.09869565217391
"542"," nauk medycznych i nauk o zdrowiu",2016,"Tak",28,"warmińsko-mazurskie",1.79923076923077
"543"," nauk medycznych i nauk o zdrowiu",2016,"Tak",30,"wielkopolskie",4.092875
"544"," nauk medycznych i nauk o zdrowiu",2016,"Tak",32,"zachodniopomorskie",4.10444444444444
"545"," nauk medycznych i nauk o zdrowiu",2017,"Nie",2,"dolnośląskie",9.3482
"546"," nauk medycznych i nauk o zdrowiu",2017,"Nie",4,"kujawsko-pomorskie",9.74560975609756
"547"," nauk medycznych i nauk o zdrowiu",2017,"Nie",6,"lubelskie",9.5135
"548"," nauk medycznych i nauk o zdrowiu",2017,"Nie",8,"lubuskie",10.33
"549"," nauk medycznych i nauk o zdrowiu",2017,"Nie",10,"łódzkie",8.47815789473684
"550"," nauk medycznych i nauk o zdrowiu",2017,"Nie",12,"małopolskie",9.906125
"551"," nauk medycznych i nauk o zdrowiu",2017,"Nie",14,"mazowieckie",9.70948051948052
"552"," nauk medycznych i nauk o zdrowiu",2017,"Nie",16,"opolskie",10.2589473684211
"553"," nauk medycznych i nauk o zdrowiu",2017,"Nie",18,"podkarpackie",10.9020588235294
"554"," nauk medycznych i nauk o zdrowiu",2017,"Nie",20,"podlaskie",9.38483870967742
"555"," nauk medycznych i nauk o zdrowiu",2017,"Nie",22,"pomorskie",8.2227027027027
"556"," nauk medycznych i nauk o zdrowiu",2017,"Nie",24,"śląskie",8.5355223880597
"557"," nauk medycznych i nauk o zdrowiu",2017,"Nie",26,"świętokrzyskie",7.04375
"558"," nauk medycznych i nauk o zdrowiu",2017,"Nie",28,"warmińsko-mazurskie",7.1525
"559"," nauk medycznych i nauk o zdrowiu",2017,"Nie",30,"wielkopolskie",9.2022972972973
"560"," nauk medycznych i nauk o zdrowiu",2017,"Nie",32,"zachodniopomorskie",10.4330769230769
"561"," nauk medycznych i nauk o zdrowiu",2017,"Tak",2,"dolnośląskie",4.8654
"562"," nauk medycznych i nauk o zdrowiu",2017,"Tak",4,"kujawsko-pomorskie",2.86595238095238
"563"," nauk medycznych i nauk o zdrowiu",2017,"Tak",6,"lubelskie",3.24289473684211
"564"," nauk medycznych i nauk o zdrowiu",2017,"Tak",8,"lubuskie",4.40875
"565"," nauk medycznych i nauk o zdrowiu",2017,"Tak",10,"łódzkie",3.50540540540541
"566"," nauk medycznych i nauk o zdrowiu",2017,"Tak",12,"małopolskie",4.09292682926829
"567"," nauk medycznych i nauk o zdrowiu",2017,"Tak",14,"mazowieckie",3.32012658227848
"568"," nauk medycznych i nauk o zdrowiu",2017,"Tak",16,"opolskie",2.87818181818182
"569"," nauk medycznych i nauk o zdrowiu",2017,"Tak",18,"podkarpackie",3.87294117647059
"570"," nauk medycznych i nauk o zdrowiu",2017,"Tak",20,"podlaskie",3.60740740740741
"571"," nauk medycznych i nauk o zdrowiu",2017,"Tak",22,"pomorskie",4.02153846153846
"572"," nauk medycznych i nauk o zdrowiu",2017,"Tak",24,"śląskie",2.75652777777778
"573"," nauk medycznych i nauk o zdrowiu",2017,"Tak",26,"świętokrzyskie",3.34416666666667
"574"," nauk medycznych i nauk o zdrowiu",2017,"Tak",28,"warmińsko-mazurskie",2.76583333333333
"575"," nauk medycznych i nauk o zdrowiu",2017,"Tak",30,"wielkopolskie",3.85818181818182
"576"," nauk medycznych i nauk o zdrowiu",2017,"Tak",32,"zachodniopomorskie",4.86185185185185
"577"," nauk medycznych i nauk o zdrowiu",2018,"Nie",2,"dolnośląskie",8.34210526315789
"578"," nauk medycznych i nauk o zdrowiu",2018,"Nie",4,"kujawsko-pomorskie",9.12083333333333
"579"," nauk medycznych i nauk o zdrowiu",2018,"Nie",6,"lubelskie",8.64340909090909
"580"," nauk medycznych i nauk o zdrowiu",2018,"Nie",8,"lubuskie",7.9175
"581"," nauk medycznych i nauk o zdrowiu",2018,"Nie",10,"łódzkie",8.33642857142857
"582"," nauk medycznych i nauk o zdrowiu",2018,"Nie",12,"małopolskie",8.81878378378378
"583"," nauk medycznych i nauk o zdrowiu",2018,"Nie",14,"mazowieckie",8.26963414634146
"584"," nauk medycznych i nauk o zdrowiu",2018,"Nie",16,"opolskie",9.355
"585"," nauk medycznych i nauk o zdrowiu",2018,"Nie",18,"podkarpackie",9.49588235294118
"586"," nauk medycznych i nauk o zdrowiu",2018,"Nie",20,"podlaskie",8.8848275862069
"587"," nauk medycznych i nauk o zdrowiu",2018,"Nie",22,"pomorskie",8.17081081081081
"588"," nauk medycznych i nauk o zdrowiu",2018,"Nie",24,"śląskie",7.13471428571429
"589"," nauk medycznych i nauk o zdrowiu",2018,"Nie",26,"świętokrzyskie",7.94785714285714
"590"," nauk medycznych i nauk o zdrowiu",2018,"Nie",28,"warmińsko-mazurskie",7.55071428571429
"591"," nauk medycznych i nauk o zdrowiu",2018,"Nie",30,"wielkopolskie",8.68311688311688
"592"," nauk medycznych i nauk o zdrowiu",2018,"Nie",32,"zachodniopomorskie",8.96037037037037
"593"," nauk medycznych i nauk o zdrowiu",2018,"Tak",2,"dolnośląskie",4.89
"594"," nauk medycznych i nauk o zdrowiu",2018,"Tak",4,"kujawsko-pomorskie",3.47153846153846
"595"," nauk medycznych i nauk o zdrowiu",2018,"Tak",6,"lubelskie",3.9553488372093
"596"," nauk medycznych i nauk o zdrowiu",2018,"Tak",8,"lubuskie",3.00272727272727
"597"," nauk medycznych i nauk o zdrowiu",2018,"Tak",10,"łódzkie",2.62413043478261
"598"," nauk medycznych i nauk o zdrowiu",2018,"Tak",12,"małopolskie",2.94373333333333
"599"," nauk medycznych i nauk o zdrowiu",2018,"Tak",14,"mazowieckie",3.13219512195122
"600"," nauk medycznych i nauk o zdrowiu",2018,"Tak",16,"opolskie",4.05631578947368
"601"," nauk medycznych i nauk o zdrowiu",2018,"Tak",18,"podkarpackie",3.25264705882353
"602"," nauk medycznych i nauk o zdrowiu",2018,"Tak",20,"podlaskie",4.63857142857143
"603"," nauk medycznych i nauk o zdrowiu",2018,"Tak",22,"pomorskie",3.38810810810811
"604"," nauk medycznych i nauk o zdrowiu",2018,"Tak",24,"śląskie",2.56697368421053
"605"," nauk medycznych i nauk o zdrowiu",2018,"Tak",26,"świętokrzyskie",2.56678571428571
"606"," nauk medycznych i nauk o zdrowiu",2018,"Tak",28,"warmińsko-mazurskie",3.47642857142857
"607"," nauk medycznych i nauk o zdrowiu",2018,"Tak",30,"wielkopolskie",3.75
"608"," nauk medycznych i nauk o zdrowiu",2018,"Tak",32,"zachodniopomorskie",4.11888888888889
"609"," nauk medycznych i nauk o zdrowiu",2019,"Nie",2,"dolnośląskie",7.08314814814815
"610"," nauk medycznych i nauk o zdrowiu",2019,"Nie",4,"kujawsko-pomorskie",7.10512195121951
"611"," nauk medycznych i nauk o zdrowiu",2019,"Nie",6,"lubelskie",7.82
"612"," nauk medycznych i nauk o zdrowiu",2019,"Nie",8,"lubuskie",8.25625
"613"," nauk medycznych i nauk o zdrowiu",2019,"Nie",10,"łódzkie",6.42304347826087
"614"," nauk medycznych i nauk o zdrowiu",2019,"Nie",12,"małopolskie",7.54308641975309
"615"," nauk medycznych i nauk o zdrowiu",2019,"Nie",14,"mazowieckie",6.6983950617284
"616"," nauk medycznych i nauk o zdrowiu",2019,"Nie",16,"opolskie",7.37304347826087
"617"," nauk medycznych i nauk o zdrowiu",2019,"Nie",18,"podkarpackie",7.88727272727273
"618"," nauk medycznych i nauk o zdrowiu",2019,"Nie",20,"podlaskie",7.47969696969697
"619"," nauk medycznych i nauk o zdrowiu",2019,"Nie",22,"pomorskie",6.86767441860465
"620"," nauk medycznych i nauk o zdrowiu",2019,"Nie",24,"śląskie",6.39540540540541
"621"," nauk medycznych i nauk o zdrowiu",2019,"Nie",26,"świętokrzyskie",6.06041666666667
"622"," nauk medycznych i nauk o zdrowiu",2019,"Nie",28,"warmińsko-mazurskie",5.83818181818182
"623"," nauk medycznych i nauk o zdrowiu",2019,"Nie",30,"wielkopolskie",7.6268
"624"," nauk medycznych i nauk o zdrowiu",2019,"Nie",32,"zachodniopomorskie",6.17862068965517
"625"," nauk medycznych i nauk o zdrowiu",2019,"Tak",2,"dolnośląskie",3.87
"626"," nauk medycznych i nauk o zdrowiu",2019,"Tak",4,"kujawsko-pomorskie",2.95790697674419
